19.0201699975,-101.701825181
24.7324137434,-103.665241918
18.0678322799,-98.2914533313
18.5809928517,-88.8505852968
19.8720738904,-103.128312464
17.7204524688,-94.7020126097
20.4581063032,-105.304149779
23.9922907901,-102.410200208
19.4177329197,-100.787682049
15.1558028201,-92.3136226389
24.7770977958,-103.591914742
16.4471354997,-95.6772924917
19.206074402,-98.6406310036
16.6128994009,-91.1916987552
23.9774318989,-102.493407591
23.8642061858,-102.345510475
16.8088473639,-93.4328852429
21.9239619455,-101.140039221
19.9952108058,-89.7454746541
19.461459193,-102.430695224
18.4012744641,-98.8572812382
15.6782402549,-91.8023279267
24.3125035254,-103.800922243
17.8087930355,-92.5252687534
17.3198182905,-95.4071426877
19.9559991565,-102.196379741
24.5139961902,-104.953156267
17.6686464333,-93.0375889495
20.505391538,-98.1689350032
23.8151663952,-100.84476061
16.682074223,-97.4157163633
16.7085075715,-94.7354120932
23.1115261849,-100.86933409
16.651947684,-93.8666617041
24.422348322,-99.8427436563
20.2624045898,-103.973110378
24.1218079501,-100.420604538
16.7232982716,-96.688641079
18.1567384909,-98.9856145707
22.1583538491,-104.896103015
18.5226805695,-97.3946554259
16.7349040698,-94.0177760073
23.7980614258,-98.1857003936
16.8830994344,-92.2819690557
19.9930089071,-104.993139103
24.7010760697,-106.354609662
21.2056224678,-103.508468961
17.0096770824,-92.5701040374
23.5691719237,-101.589419988
21.4660466982,-104.824754747
18.6059983838,-98.6082046565
14.9768586455,-91.4179863877
24.621914516,-105.891947026
16.7338935429,-95.6783883287
24.1885295216,-106.562350967
24.4987564643,-106.785268174
24.7278608086,-98.8237287614
19.6758037796,-89.4239623911
17.1948043808,-96.5096314247
17.8208991904,-92.6136276792
14.8480257295,-91.6120688424
20.8341728822,-101.45025454
18.9424282092,-98.1718235108
18.7454513046,-98.9873371608
23.8180590531,-103.410412515
17.8201714007,-96.6984732115
16.0364717428,-92.3158570059
17.718441703,-99.3516762085
21.6674152834,-100.565128418
19.593048216,-101.559003232
23.0361438619,-100.887486372
19.3040651603,-100.86063741
21.6483527826,-99.4349169354
20.5250189898,-104.55527287
20.0238430668,-99.3911314381
18.4478194235,-101.92611203
23.2947003359,-103.004630944
23.2217880386,-102.520276767
17.692023947,-99.70500631
21.2682087569,-98.1125756409
21.7702343472,-99.4764071884
20.2556895617,-102.506264161
18.6918569045,-102.919474652
16.585073178,-91.362806128
18.0962730015,-100.289722812
18.2177470367,-100.011392849
18.0434689288,-91.8424401659
24.4236754605,-104.179733641
17.9305190136,-94.8203960936
17.4384887916,-94.1022433396
24.3003527345,-103.411069223
23.7378291422,-100.569886217
14.8433723404,-91.6422813959
23.2329036897,-98.9989692919
23.5050451809,-102.859092286
19.5987606456,-102.022634383
20.8979783552,-104.087300704
24.7448051396,-106.618764958
23.5323339483,-101.942371507
20.860341563,-98.9946265689
22.415695913,-105.16104902
23.6419695771,-104.169141052
17.3663802186,-95.3256760452
17.9470694588,-98.9432766241
20.1466325475,-104.419494545
24.6098746293,-107.590300799
17.417450749,-99.4728375478
21.3502542252,-101.871775425
18.9005519587,-99.8954458236
20.3807303023,-102.192264936
24.9565257404,-98.2871362292
22.0994324904,-99.4512801657
20.4838887674,-102.916698184
18.6080555429,-101.934841598
24.0129535435,-105.966978106
17.662667295,-91.934771124
16.5141143123,-94.2824635256
21.742340376,-100.332594852
18.0378419864,-98.9466066717
23.8127755743,-106.634761972
16.3037877003,-96.4820093986
16.6230758031,-96.3937826371
20.4835473061,-104.422972103
24.8350443729,-107.648022431
20.4601415076,-103.566398285
16.8592054389,-96.2081112356
18.3238504655,-102.290006075
18.3756253894,-99.2138778224
17.4502049452,-92.9332515417
18.4396257206,-101.056526912
21.3308307355,-100.658563828
18.0774319241,-94.1482797648
19.5037902344,-88.051798002
23.0485322884,-105.49142407
20.3089745274,-101.637353591
16.8168528392,-95.5071615157
17.0244382778,-93.3388093967
20.7204487109,-103.956976671
20.6987011125,-105.427801604
22.5883731997,-104.39952909
19.3562326959,-98.1235073465
19.5325558069,-98.3368690746
19.7178498578,-101.387065841
