16.7037671177,-100.94444858
15.711951255,-89.0760728302
14.5608820491,-85.7579526026
19.3760710446,-104.554948971
19.3568081268,-98.1818127393
17.3099239324,-92.0040642016
16.8719475237,-96.9108326178
21.8853815654,-99.6945786383
21.6868562324,-103.665656384
19.8212374738,-103.784465595
24.7094958182,-107.456302241
17.3530056664,-97.1050885859
20.3739000403,-97.3889654632
17.7339114419,-97.1348184528
16.4818168849,-89.5757316208
18.3954918261,-95.7811846032
17.3923054721,-95.19280627
24.7414775786,-105.902677559
18.3212874991,-101.824345703
17.3858252794,-100.733528337
20.7716389003,-97.2856537628
23.9255598259,-103.080451013
24.4789102792,-106.975260891
21.4815476879,-104.422684002
18.6858791832,-93.3855454366
21.5097976579,-100.345363156
20.759523094,-98.4033035536
17.5452886136,-90.9286615128
18.0180693341,-89.9722822434
21.3317962722,-101.254682919
16.5064834875,-92.5249771686
18.4503225101,-105.069069537
19.3484988534,-88.6025045419
20.0840123715,-100.915759564
16.241319259,-95.0417416762
16.171872065,-92.9552390388
20.3853690396,-102.40854625
24.2560055232,-99.8050163295
24.6181382166,-99.7613629403
16.7092321522,-93.5326289946
16.5665754037,-95.856682597
23.4961705874,-104.856223828
16.5165095525,-88.8185223259
19.7650952351,-103.453695996
18.8342596807,-104.060827009
20.24178549,-90.058296965
20.0427197707,-88.2395608525
16.4521329501,-94.3184179551
18.7542293884,-97.0101188931
21.8762093922,-99.182527764
15.963884486,-88.4662327481
23.5474414442,-103.080432767
18.5607856029,-92.3687154799
20.0328035068,-103.656045038
19.7584412956,-98.0473432188
22.7459937141,-105.651691893
23.4647326656,-100.37937663
21.06560044,-105.339795897
21.1945662698,-98.7553860746
16.591942121,-98.8436136025
23.1685117892,-105.414805729
21.8331147977,-101.419873273
20.5535158296,-89.2144900097
24.9501693417,-106.35353063
17.5122381685,-94.7954223327
17.1787773179,-92.9909243237
14.8238013869,-85.3931710407
22.3400115545,-104.329717794
19.4668474444,-100.83713785
20.3556983767,-101.012382146
16.8515741439,-95.8978811622
18.4409304195,-94.1388874829
18.5228023432,-104.575514589
22.2067354481,-104.248066701
20.3894607047,-104.486625532
22.9989224248,-102.527346388
23.5266655781,-98.4299569489
23.7430353358,-103.198474433
18.7249007312,-104.715130746
21.4575632447,-103.234695581
20.7872416828,-101.415657389
24.1181576575,-106.887147844
23.4689269967,-100.143874014
15.4800034451,-89.8686176293
19.3323771242,-105.345955456
20.8645754072,-88.6511577688
24.8440891099,-103.234201577
24.855440866,-105.224690579
23.9512155486,-104.773548188
22.4216953771,-102.460757068
19.449066623,-88.8605469538
22.5713736409,-105.46565072
21.5827821782,-98.4676097794
19.5440527109,-104.506933934
17.438009897,-88.9148442938
15.8309459298,-92.8011584922
22.2357268811,-103.861004958
15.5789175825,-88.9928444197
